,cui,semtyp,Name
23700,C0085439,Bacterium,Actinomyces viscosus
23701,C0315057,Bacterium,Chromobacterium violaceum
23702,C2986389,Body Substance,Oncolysate
23703,C0278881,Neoplastic Process,stage II melanoma
23704,C0494165,Neoplastic Process,Secondary malignant neoplasm of liver
23705,C0679700,Therapeutic or Preventive Procedure,Tertiary Prevention
23706,C0036953,Bacterium,Shigella
23707,C1739912,"Amino Acid, Peptide, or Protein","CDH1 protein, human"
23708,C1183869,Organism Attribute,Epithelial phenotype
23709,C1709101,Finding,Myofibroblastic Differentiation
23710,C0451267,Intellectual Product,Likert scale
23711,C0018626,Hazardous or Poisonous Substance,Hazardous Substances
23712,C5204481,Intellectual Product,Infrequency Scale
23713,C0521057,Fungus,Hyphae
23714,C1032450,Mammal,Epomops franqueti
23715,C1032460,Mammal,Myonycteris torquata
23716,C0753144,"Amino Acid, Peptide, or Protein",Transcription Factor AP-2 Gamma
23717,C2984330,Functional Concept,Chagas Disease Pathway
23718,C1149184,Molecular Function,interleukin-1 receptor activity
23719,C1149195,Molecular Function,interleukin-18 receptor activity
23720,C0068575,"Amino Acid, Peptide, or Protein",nestin protein
23721,C1704805,Gene or Genome,EPCAM wt Allele
23722,C0442620,Manufactured Object,Industrial Plants
23723,C4505082,Quantitative Concept,Contraceptive Effectiveness
23724,C1552652,Idea or Concept,Parameterized Data Type - Set
23725,C1720035,"Amino Acid, Peptide, or Protein","hyaluronidase, human recombinant"
23726,C1335859,Gene or Genome,SPAM1 gene
23727,C0522424,Virus,Simian-Human immunodeficiency virus
23728,C0868934,Classification,Codification
23729,C1148806,Genetic Function,nuclease activity
23730,C0949508,Virus,Begomovirus
23731,C0032080,Disease or Syndrome,Plant Diseases
23732,C0011635,Fungus,Arthrodermataceae
23733,C2756786,Organic Chemical,Glycyrrhiza glabra extract
23734,C1848392,Disease or Syndrome,Zunich neuroectodermal syndrome
23735,C1418567,Gene or Genome,PIGL gene
23736,C3313084,Eukaryote,Rema
23737,C0087095,Health Care Activity,Tissue Banking
23738,C2346474,Research Activity,Immune Cell Function Assay
23739,C0450446,Manufactured Object,Stops device
23740,C0053935,"Amino Acid, Peptide, or Protein",integrin-binding sialoprotein
23741,C0442800,Qualitative Concept,Enlarged
23742,C3280497,Finding,Prominent nucleoli
23743,C0229841,"Body Part, Organ, or Organ Component",Central axillary lymph node group
23744,C0949804,Disease or Syndrome,Polyomavirus Infections
23745,C0815219,Qualitative Concept,Professionalism
23746,C0041944,Bacterium,Ureaplasma
23747,C1327441,Organism Function,negative regulation of inflammatory response
23748,C2945618,Idea or Concept,yin
23749,C0681066,Spatial Concept,international market
23750,C1273412,Therapeutic or Preventive Procedure,Chinese herbal medicine
23751,C0860564,Disease or Syndrome,Retinoic acid syndrome
23752,C0010991,Occupational Activity,Data Aggregation
23753,C1148867,Genetic Function,RNA 7-methylguanosine cap binding
23754,C0022573,Disease or Syndrome,Keratoconjunctivitis
23755,C1155869,Cell Function,mitotic S phase
23756,C1843884,Disease or Syndrome,SPINOCEREBELLAR ATAXIA 18
23757,C2350596,Health Care Activity,Biosurveillance
23758,C0441792,Intellectual Product,Editions
23759,C0023518,Disease or Syndrome,Leukocytosis
23760,C0032408,"Nucleic Acid, Nucleoside, or Nucleotide",Poly C
23761,C1514593,Clinical Attribute,Psychological Impact
23762,C0282462,Research Activity,Phase 4 Clinical Trials
23763,C3156758,Cell Function,T cell migration
23764,C1152843,Molecular Function,signaling pattern recognition receptor activity
23765,C2717996,Medical Device,Mosquito Nets
23766,C0024940,Manufactured Object,Mattresses
23767,C0179330,Manufactured Object,Blanket
23768,C0183235,Medical Device,Bed sheets
23769,C1412800,Gene or Genome,BLMH gene
23770,C0025922,Mammal,"Mice, Inbred CBA"
23771,C1150187,Molecular Function,MMP-26 activity
23772,C0166059,"Amino Acid, Peptide, or Protein",Matrix Metalloproteinase 7
23773,C4050064,Neoplastic Process,ROSE Cluster 5
23774,C3893601,Cell Component,A axonemal microtubule
23775,C1707510,Tissue,Convoluted Tubule
23776,C1150044,Molecular Function,cellulase activity
23777,C0041951,"Body Part, Organ, or Organ Component",Ureter
23778,C3158899,Cell Function,T-helper 1 cell activation
23779,C2350389,"Amino Acid, Peptide, or Protein",Growth Differentiation Factors
23780,C0042396,Organ or Tissue Function,Vascular constriction (function)
23781,C0268000,Pathologic Function,Body fluid retention
23782,C1135194,Disease or Syndrome,Chronic systolic heart failure
23783,C2712122,Finding,Normal blood pressure
23784,C0724624,Organic Chemical,medium chain triglycerides
23785,C0423224,Finding,Sunken eyes
23786,C2754815,Molecular Function,chemokine (C-C motif) ligand 5 production
23787,C0027055,Pathologic Function,Myocardial Reperfusion Injury
23788,C0276138,Disease or Syndrome,Viral myocarditis
23789,C0342257,Disease or Syndrome,Complications of Diabetes Mellitus
23790,C0011884,Disease or Syndrome,Diabetic Retinopathy
23791,C0684249,Neoplastic Process,Carcinoma of lung
23792,C0262593,Injury or Poisoning,Peripheral Nerve Injuries
23793,C4745287,Quantitative Concept,Relative Bioavailability
23794,C0056730,Organic Chemical,cycloastragenol
23795,C0064636,Organic Chemical,lamotrigine
23796,C0531104,Organic Chemical,lumefantrine
23797,C3158877,Organism Function,cellular response to drug
23798,C2782820,Virus,Lujo virus
23799,C0036878,Quantitative Concept,Sex Distribution
23800,C2825214,Finding,Hospitalization Event
23801,C0445450,Intellectual Product,Bim serotype
23802,C0598766,Neoplastic Process,Leukemogenesis
23803,C4505098,Individual Behavior,Risky Health Behavior
23804,C0681817,Research Activity,national survey
23805,C1425322,Gene or Genome,KHDRBS1 gene
23806,C1708003,Qualitative Concept,FASTA Format
23807,C0330774,Plant,Medicago truncatula
23808,C0330522,Plant,Gossypium barbadense
23809,C0997112,Plant,Nuphar
23810,C0996948,Plant,Cuscuta reflexa
23811,C1005891,Plant,Cuscuta gronovii
23812,C1199793,Plant,Ephedra equisetina
23813,C1007624,Plant,Syntrichia ruralis
23814,C0042402,Pharmacologic Substance,Vasodilator Agents
23815,C3150192,Finding,Myocyte hypertrophy
23816,C0599814,Cell Function,Intracellular Transport
23817,C0666411,"Amino Acid, Peptide, or Protein",Interferon Regulatory Factor-7
23818,C0451575,Intellectual Product,Wechsler Memory Scale
23819,C1392786,Mental or Behavioral Dysfunction,Cognitive changes
23820,C2826279,Finding,Abnormal Finding
23821,C0552409,Quantitative Concept,Mean Diameter
23822,C0325113,Mammal,Snow Leopards
23823,C2246469,Molecular Function,Isoquinoline Alkaloid Biosynthesis Pathway
23824,C0026160,Organic Chemical,Mineralocorticoids
23825,C2828355,Cell Component,IgG2c
23826,C0996858,Plant,Ulex europaeus
23827,C0312853,Qualitative Concept,Hemolytic (qualifier value)
23828,C3898584,Intellectual Product,Local Laboratory Certification or Accreditation Document
23829,C1512684,Governmental or Regulatory Activity,Improve Access
23830,C0748359,Therapeutic or Preventive Procedure,Respiratory isolation
23831,C0443272,Qualitative Concept,Overactive
23832,C0010043,Disease or Syndrome,Corneal Ulcer
23833,C0026636,Disease or Syndrome,Mouth Diseases
23834,C0349790,Finding,Exacerbation of asthma
23835,C0384752,Receptor,"Receptor, Muscarinic M2"
23836,C1516834,Idea or Concept,Employment Opportunities
23837,C2919405,Pharmacologic Substance,Tap water
23838,C0545678,"Body Part, Organ, or Organ Component",Hilus of lung
23839,C3670573,Pathologic Function,Perivascular edema
23840,C2586211,Pathologic Function,Thrombosis of blood vessel
23841,C0038235,Disease or Syndrome,Steatitis
23842,C0527443,"Amino Acid, Peptide, or Protein",bone morphogenetic protein 2
23843,C4704950,Cell,Adipose-Derived Mesenchymal Stem Cells
23844,C1540007,Gene or Genome,TMEM37 gene
23845,C1516338,Cell Function,Positive Regulation of Cell Death
23846,C1148592,Molecular Function,lectin activity
23847,C3495388,Medical Device,Vacuum Pumps
23848,C0042221,Natural Phenomenon or Process,Vacuum (physical force)
23849,C1258836,notype,"M protein, Severe acute respiratory syndrome virus"
23850,C0016462,Phenomenon or Process,Food Contamination
23851,C0450955,Body Location or Region,Yamamoto
23852,C4706659,Disease or Syndrome,Necrotizing pneumonia caused by Panton-Valentine leukocidin producing Staphylococcus aureus
23853,C1449565,Diagnostic Procedure,Dermoscopy
23854,C2348552,Research Activity,Study Activity
23855,C1556274,Finding,"Grade 3 Hypertension, CTCAE"
23856,C0919678,Laboratory Procedure,Protein S measurement
23857,C0218349,"Amino Acid, Peptide, or Protein",beta-Transducin Repeat-Containing Proteins
23858,C1658979,Cell Function,localization within membrane
23859,C1335837,Gene or Genome,SLC2A1 gene
23860,C0031651,"Amino Acid, Peptide, or Protein",6-Phosphofructokinase
23861,C3895246,Cell Function,L-glutamine import across plasma membrane
23862,C4084911,Intellectual Product,Life Expectancy Greater than Twenty Years
23863,C0230625,Cell Component,cell process structure
23864,C0021841,Neoplastic Process,Intestinal Neoplasms
23865,C0453233,Food,Tofu
23866,C1721094,Molecular Function,DNA Cleavage
23867,C1823612,Gene or Genome,UTP20 gene
23868,C0225338,Cell,Columnar epithelial cell
23869,C0391864,Cell,Cytomegaly
23870,C1416615,Gene or Genome,KCNQ3 gene
23871,C1416612,Gene or Genome,KCNQ1 gene
23872,C1566141,"Amino Acid, Peptide, or Protein",KCNQ Potassium Channels
23873,C0033081,Intellectual Product,Drug Prescriptions
23874,C1366628,Gene or Genome,ATP8A2 gene
23875,C0003317,Natural Phenomenon or Process,Antigenic Specificity
23876,C1551641,Population Group,Stewart Indians
23877,C2697585,Qualitative Concept,Hepatocellular
23878,C1444777,Finding,Splitting sensation
23879,C1167184,Cell Component,B-cell receptor complex location
23880,C0752526,"Amino Acid, Peptide, or Protein",dipeptidyl carboxypeptidase DCP1
23881,C3274904,Activity,Unmet
23882,C3815933,Quantitative Concept,"Expenditures, Out-of-Pocket"
23883,C0585344,Temporal Concept,Every five years
23884,C0221384,Disease or Syndrome,Follicular conjunctivitis
23885,C4725378,Medical Device,Mouthpiece
23886,C1148887,Genetic Function,poly(C) RNA binding
23887,C1707283,Classification,Carcinogenic Metal
23888,C0079936,Virus,Oncornaviruses
23889,C4284026,"Amino Acid, Peptide, or Protein","Protein Disulfide-Isomerase A6, Human"
23890,C4042935,Social Behavior,Diplomacy
23891,C0684013,Professional or Occupational Group,Deacons
23892,C1155542,Molecular Function,JNK cascade
23893,C1320716,Finding,Cardiovascular event
23894,C0597649,Organism Attribute,viral rescue
23895,C0337475,Family Group,Grandfather
23896,C2610645,Molecular Function,nitric oxide binding
23897,C0446377,Bird,Fowl (bird)
23898,C0687028,"Body Part, Organ, or Organ Component",Duct (organ) structure
23899,C0529196,"Amino Acid, Peptide, or Protein",ADAM17 Protein
23900,C4281595,"Body Part, Organ, or Organ Component",Entire buccal gland
23901,C0041445,"Body Part, Organ, or Organ Component",Tympanic membrane structure
23902,C1706335,Conceptual Entity,Role Privilege
23903,C0457584,Laboratory or Test Result,Eustachian tube function
23904,C0008119,Mammal,Chinchilla<genus>
23905,C1425675,Gene or Genome,DPP9 gene
23906,C1518295,Cell Function,Neuronal Survival Pathway
23907,C3158384,Cell Function,neurite outgrowth
23908,C0068563,"Amino Acid, Peptide, or Protein",Growth Associated Protein 43
23909,C1414174,Gene or Genome,DSPP gene
23910,C0388437,Receptor,CCR3 Receptors
23911,C2350479,Receptor,"Receptors, Natural Cytotoxicity Triggering"
23912,C0086589,Clinical Attribute,Surrogate Markers
23913,C0523339,Laboratory Procedure,Complement C3b measurement
23914,C1367710,Gene or Genome,C5 gene
23915,C3613423,Eukaryote,Ikeda
23916,C0596035,"Amino Acid, Peptide, or Protein",activation product
23917,C0006599,Immunologic Factor,Inactivated C3b
23918,C1512198,Amino Acid Sequence,Globular Region
23919,C0046056,Organic Chemical,fluorodeoxyglucose F18
23920,C0180249,Medical Device,Cushion
23921,C1817357,Organism Function,lens morphogenesis in camera-type eye
23922,C1417617,Gene or Genome,NDST1 gene
23923,C0596138,Organ or Tissue Function,Autocrine Systems
23924,C0282566,Immunologic Factor,Monocyte Chemoattractant Proteins
23925,C4543207,Qualitative Concept,Receptor antagonist (disposition)
23926,C0012167,Therapeutic or Preventive Procedure,Reducing diet
23927,C4505432,Disease or Syndrome,XMRV Infection
23928,C2985535,Diagnostic Procedure,Radiologic Examination
23929,C4331020,Molecular Function,Poly ADP Ribosylation
23930,C0006619,Food,Cabbage - dietary
23931,C1428862,Gene or Genome,LRG1 gene
23932,C4721610,Neoplastic Process,"Carcinoma, Ovarian Epithelial"
23933,C0683253,Individual Behavior,"Resilience, Psychological"
23934,C0268390,Disease or Syndrome,Muckle-Wells Syndrome
23935,C0012081,Organic Chemical,clodronic acid
23936,C0205454,Quantitative Concept,Eight
23937,C0683517,Therapeutic or Preventive Procedure,Involuntary Treatment
23938,C1323494,Molecular Function,N-acetylgalactosamine-6-phosphate deacetylase activity
23939,C0038394,Bacterium,Streptococcaceae
23940,C0022937,Bacterium,Lactobacillaceae
23941,C1210583,Bacterium,Carnobacteriaceae
23942,C1540311,Gene or Genome,NAGS gene
23943,C1692321,Pathologic Function,Cellular infiltrate
23944,C0393591,Disease or Syndrome,AICARDI-GOUTIERES SYNDROME
23945,C0872236,Mental Process,object shape
23946,C1182672,Spatial Concept,Columnar
23947,C0103202,Pharmacologic Substance,anatase
23948,C0751466,Mental or Behavioral Dysfunction,Phonophobia
23949,C0337830,Population Group,Congolese
23950,C0025643,Organic Chemical,methicillin
23951,C0022662,Laboratory Procedure,Kidney Function Tests
23952,C2346524,Quantitative Concept,100 International Units per Milliliter
23953,C1519592,Genetic Function,Transcription Process
23954,C1826630,Gene or Genome,BPTF gene
23955,C2613137,Molecular Function,histone lysine methylation
23956,C0009235,Organic Chemical,Coenzymes
23957,C1521754,Molecular Function,Protein Acetylation
23958,C0022947,Organic Chemical,Lactones
23959,C1635178,Individual Behavior,Crawling
23960,C0225992,Body System,Cerebrovascular system
23961,C0059249,"Amino Acid, Peptide, or Protein",annexin A5
23962,C2348542,Idea or Concept,Streak
23963,C0028663,Professional or Occupational Group,Nurses' Aides
23964,C0582666,Intellectual Product,Rosenberg Self-Esteem Scale
23965,C1000250,Virus,Turnip crinkle virus
23966,C1866801,Finding,SPERM PROTAMINE P4
23967,C3890719,Finding,Pause by ECG Finding
23968,C0021036,Immunologic Factor,Immunoglobulin kappa-Chains
23969,C0242807,Quantitative Concept,Sick Leave
23970,C0028701,Biomedical Occupation or Discipline,"Nursing, Practical"
23971,C0030918,"Amino Acid, Peptide, or Protein",Pepstatins
23972,C0592198,"Amino Acid, Peptide, or Protein",Trasylol
23973,C0227643,Body Space or Junction,Structure of Bowman's space
23974,C1150037,Molecular Function,exo-alpha-sialidase activity
23975,C1424188,Gene or Genome,PPP1R2C gene
23976,C1258064,Biologic Function,Therapeutic Uses
23977,C3631921,Virus,Mesoniviridae
23978,C0324069,Mammal,Holstein-Friesian cattle
23979,C1418642,Gene or Genome,PLD2 gene
23980,C1097985,"Amino Acid, Peptide, or Protein",cytochrome P-450 CYP71D20 (Nicotiana tabacum)
23981,C0997303,Eukaryote,Phytophthora parasitica
23982,C0044369,Organic Chemical,1-dodecylpyridoxal
23983,C0597301,Laboratory Procedure,Protein Purification
23984,C2732374,Pathologic Function,Edema of dorsum of hand
23985,C0016536,"Body Part, Organ, or Organ Component",Forearm
23986,C2262758,Molecular Function,lipase inhibitor activity
23987,C0019595,Cell Function,Histamine Release
23988,C2936592,"Amino Acid, Peptide, or Protein",Lipoxygenases
23989,C0024375,"Amino Acid, Peptide, or Protein",Protein-Lysine 6-Oxidase
23990,C4318458,Functional Concept,LDL-C Oxidation
23991,C1151118,Molecular Function,monophenol monooxygenase activity
23992,C0232407,Organ or Tissue Function,Hair growth
23993,C3641146,Laboratory Procedure,Photoacoustic Spectroscopy
23994,C1091555,Mammal,Diaemus youngi
23995,C0003965,Fungus,Ascomycota (fungus)
23996,C0454773,Geographic Area,Clare (geographic location)
23997,C1519692,Molecular Function,Tumor Suppression
23998,C0333516,Neoplastic Process,Tumor necrosis
23999,C0039336,Organ or Tissue Function,Taste Perception
24000,C0162362,Molecular Function,Respiratory Chain
24001,C0443342,Qualitative Concept,Unresolved
24002,C0012691,Injury or Poisoning,Dislocations
24003,C4327128,Cell Component,multimerin complex
24004,C1519620,Research Activity,Translational Medical Research
24005,C0059570,Receptor,Erythropoietin Receptor
24006,C0218227,Receptor,"MPL protein, human"
24007,C1819994,Cell Component,intracellular region of host
24008,C0475445,Finding,Tumor site
24009,C0213321,"Amino Acid, Peptide, or Protein",pigment epithelium-derived factor
24010,C1149632,Molecular Function,hydrolase activity
24011,C1538586,Gene or Genome,PARP9 gene
24012,C1168401,Neoplastic Process,Squamous cell carcinoma of the head and neck
24013,C0032071,Eukaryote,Plankton
24014,C0332254,Functional Concept,Supple
